"G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50"
0.027246058,0.455352886,0.774625582,0.196454768,0.452701779,0.406318304,0.748317182,0.48601024,0.506050797,0.003705517,0.835798,0.076635354,0.900124201,0.68469635,0.065502083,0.257021854,0.067919499,0.785105686,0.392018388,0.818923997,0.453034631,0.870236724,0.525652068,0.574977481,0.246818263,0.890265138,0.416382284,0.453916887,0.544263649,0.009883889,0.688029879,0.088300025,0.824330437,0.571215627,0.220377386,0.461784132,0.0136528,0.848343426,0.426970537,0.391752513,0.050928883,0.816029079,0.466632131,0.177833655,0.442364829,0.899710993,0.077677219,0.378300136,0.42254015,0.229246214
0.028820506,0.513733529,0.87994231,0.079803423,0.555361031,0.406831392,0.830418086,0.460851875,0.842349476,0.892041068,0,0.088078469,0.936594454,0.791546652,0.06534471,0.219014879,0.032176485,0.776600779,0.388654007,0.86278961,0.517062011,0.684156273,0.55524401,0.402675609,0.322277302,0.92279479,0.384988611,0.493272791,0.5594197,0.076581127,0.684173176,0.090627761,0.823018458,0.554906272,0.135361678,0.421498196,0.050320041,0.908254125,0.377614979,0.400332068,0,0.829520769,0.44690135,0.153576857,0.413809314,0.838767988,0.082113334,0.384016958,0.420546599,0.27639928
0.02629183,0.449397348,0.886450043,0.135430471,0.403882097,0.386275973,0.779713988,0.554758374,0.425376458,0.853114697,0.836770598,0.041579671,0.895960626,0.876932702,0.017472908,0.265325691,0,0.787741566,0.404912583,0.872400265,0.426372544,0.75382045,0.550095946,0.61984533,0.304290881,0.877730157,0.436292591,0.415533376,0.512941843,0.070841286,0.633535875,0.120845865,0.841599713,0.554541608,0.213846035,0.421883636,0.000409,0.849567615,0.391394075,0.473820304,0.075261854,0.819637444,0.479581657,0.147633701,0.351721944,0.89486084,0.108183821,0.344959245,0.498247405,0.235488674
0.049715758,0.504712517,0.821957164,0.251750426,0.532441975,0.473963847,0.851504278,0.814706523,0.487355799,0.89803942,0.8315734,0.145070304,0.052467393,0.605592679,0.857572849,0.306610648,0.006172369,0.839505485,0.459704328,0.917840194,0.436531358,0.764485564,0.538482877,0.598079858,0.211622688,0.832426505,0.319762099,0.43151417,0.589383999,0.047937632,0.64667858,0.157172781,0.809604608,0.573901034,0.187714279,0.434405185,0.010857165,0.816397821,0.444777015,0.417239014,0.021393169,0.784131701,0.495368776,0.229976308,0.354346069,0.831928265,0.134144439,0.406981505,0.455931585,0.344985417
0.010153022,0.486053051,0.870365563,0.282514029,0.484842149,0.426850331,0.748847875,0.493994055,0.473416819,0.796188215,0.849926594,0.132631738,0.869523208,0,0.028129069,0.213721038,0,0.870696536,0.494420724,0.858542089,0.424685841,0.674542282,0.475600012,0.603649941,0.232365306,0.836002203,0.402516216,0.471750027,0.44814594,0,0.655987181,0.108322744,0.824706055,0.544480969,0.235841848,0.421771281,0.06545664,0.838679842,0.382306416,0.444727181,0.06229686,0.898008401,0.438949426,0.110994944,0.371105796,0.86465787,0.122326717,0.374943796,0.419266634,0.246503044
0.028572817,0.514844876,0.846539079,0.193486499,0.423618959,0.475305358,0.880665279,0.521525654,0.471373172,0.765678515,0.89647397,0.134229427,0.876640199,0.594330824,0,0.229467581,0.067613105,0.83834073,0.432496791,0.859724334,0.447567362,0.756304118,0.518834203,0.57390083,0.257487004,0.829567333,0.381708879,0.34836532,0.577750064,0.129027954,0.68944328,0.053330208,0.817229636,0.543315993,0.150096152,0.406448243,0.04496476,0.861143558,0.426726565,0.46402816,0,0.778497744,0.46968651,0.160610596,0.365944519,0.886358936,0.097190093,0.355058412,0.440026989,0.139350775
0.002379327,0.445711589,0.834295601,0.145232247,0.492687672,0.46737534,0.692348675,0.543239296,0.427845732,0.842197372,0.810440294,0.173984916,0.88429965,0.634356563,0.019393668,0.081267718,0,0.392051665,0.433558095,0.910901928,0.897700368,0.647868339,0.300453712,0.020526641,0.058198331,0.852038342,0.367280935,0.453601456,0.340355012,0.018944734,0.890897311,0.328218566,0.831736697,0.445097449,0,0.451314697,0.030809784,0.874610737,0.161615841,0.489880382,0.110041087,0.827493234,0.451267794,0.189154112,0.422001071,0.845318909,0.050862665,0.462550232,0.515146058,0.20296963
0.012324998,0.507697215,0.815713582,0.183634749,0.475713807,0.400281668,0.807394207,0.524362596,0.425174533,0.846971213,0.815739038,0.068987735,0.846555125,0.625554489,0.043698465,0.185145623,0.110085982,0.777606863,0.478710328,0.845345746,0.432159451,0.780366318,0.517909943,0.606095397,0.114212178,0.79092889,0.385959961,0.427353116,0.600510246,0.061885415,0.630157684,0.168263078,0.790867546,0.499820775,0.134419008,0.416360766,0,0.824709667,0.4606216,0.422392359,0.039962956,0.827659929,0.525905951,0.179732403,0.402268429,0.83614974,0.12563378,0.485244011,0.443218987,0.21223409
0.043767602,0.484150895,0.853635838,0.261056823,0.463906859,0.443006353,0.851229848,0.553542784,0.530228233,0.842369166,0.850428303,0.075739953,0.809354308,0.601402412,0.096472282,0.233386528,0.02520042,0,0.837542258,0.889478554,0.409317424,0.74620258,0.503126796,0.560441622,0.26153555,0.87609078,0.342035811,0.036909334,0.520080155,0.052108194,0.653033981,0.151519843,0.808214606,0.520281364,0.258432977,0.471127823,0.097200435,0.910149636,0.429204744,0.42657105,0,0.912163467,0.482684613,0.149556823,0.293887717,0.863121966,0.069686011,0.473324625,0.493485116,0.20830969
0,0.426534636,0.810069523,0.211117551,0.410065922,0.419745544,0.755765868,0.526947584,0.466012092,0.750940196,0.826508575,0.228174144,0.855847175,0.580025188,0,0.225031157,0.061670487,0.770990115,0,0.051842612,0.465305614,0.759579153,0.56010226,0.62541814,0.253808607,0.882167926,0.486281461,0.029224762,0.578524976,0,0.62231331,0.05492651,0.791404936,0.428433665,0.198354414,0.532453523,0.00691618,0.829963176,0.481461798,0.434559095,0.035615946,0.849575964,0.46172772,0.16991846,0.414710137,0.796067675,0.061709325,0.448735392,0.495500131,0.238974857
0.07735851,0.462752527,0.832761169,0.246161042,0.488592819,0.411545838,0.801861088,0.566091795,0.485965607,0.837596215,0.910807745,0.15216367,0.882052284,0.619782078,0.057692263,0.31141777,0.128927168,0.776995752,0.421954966,0.017920807,0.540564289,0.725704544,0.532947999,0.618555789,0.224934637,0.779468345,0.342022859,0.390409753,0.536487639,0.027603448,0.620939868,0.087298345,0.907943031,0.397958744,0.118840406,0.427170788,0,0.860102306,0.489609943,0.445183141,0.071826986,0.880408986,0.499397178,0.130734388,0.436086276,0.790307382,0.105521618,0.399229008,0.442162544,0.264696714
0.038552066,0.424146055,0.82267954,0.190132571,0.483114412,0.40220171,0.692205534,0.483577986,0.449390437,0.89539155,0.843662777,0.157310558,0.857518726,0.619421651,0,0.309834815,0.047273818,0.771926345,0.317692403,0.865716113,0,0.768639029,0.592641784,0.564480639,0.279241911,0.867761601,0.403192773,0.47215983,0.496471625,0,0.572277296,0.120907249,0.771564442,0.503240937,0.220881261,0.419944305,0.029255235,0.825960283,0.458414007,0.433752251,0.021715318,0.872548434,0.486799672,0.114525512,0.407376117,0.826780229,0.086244326,0.360877495,0.478566865,0.294951927
0.080717528,0.448519491,0.802556192,0.183010255,0.400134613,0.402345953,0.852974566,0.570021757,0.42685752,0.836493274,0.868185436,0.090381992,0.911086127,0.574679008,0.02366344,0.27295778,0.005337946,0.432308776,0.394726086,0.858886427,0.42791843,0,0.555800889,0.59344337,0.254044526,0.854590044,0.360397056,0.397806077,0.590826346,0,0.634403919,0.116593,0.866279734,0.498381472,0.211996052,0.421438782,0.00102708,0.865205801,0.503173049,0.481974323,0.032658564,0.855664931,0.442437531,0.151117374,0.41383587,0.863408152,0.029367034,0.431242382,0.45186143,0.191109084
0.013659036,0.513235286,0.813714154,0.160616651,0.502174018,0.412385264,0.75689121,0.530937104,0.469579006,0.898734016,0.856447499,0.179529002,0.848742963,0.619105864,0.033328582,0.224570213,0.057509043,0.839616838,0.427145079,0.852455862,0.475100073,0.762795919,0,0.603804498,0.235485641,0.840893793,0.354450085,0.395275446,0.514463297,0.100942685,0.640040889,0.132884995,0.891461121,0.519910854,0.227876988,0.414190684,0,0.876854437,0.443061918,0.466103709,0.014040423,0.80326267,0.461333301,0.158289452,0.385937712,0.861773714,0,0.386776986,0.459016683,0.173754301
0,0.45736291,0.810520915,0.090414203,0.540540217,0.380572454,0.859356398,0.479144662,0.44481497,0.872227199,0.894536821,0.162708809,0.830710937,0.650756344,0.069795443,0.100690718,0,0.793415494,0.466192664,0.865541828,0.865478048,0.636815893,0.214509428,0,0.019068902,0.855015311,0.380084258,0.416099105,0.417806185,0.040574045,0.775779936,0.466287023,0.898323878,0.625146538,0.005216359,0.850926324,0,0.855166045,0.070357837,0.864148724,0,0.872554393,0.406628043,0.175646478,0.328785463,0.775392612,0.125067327,0.380753766,0.612916995,0.20469881
0.101619023,0.496563799,0.927475572,0.173988009,0.473797253,0.473951135,0.827089651,0.535120359,0.435679675,0.828022814,0.794794764,0.254877365,0.884902972,0.648611448,0.010654525,0.237052777,0.025997959,0.783980653,0.396593961,0.846430104,0.54769508,0.759256741,0.800210851,0.513014692,0,0.865932059,0.109069877,0.44936224,0.366367312,0.074363087,0.81718872,0.489017071,0.878822636,0.485052184,0.052588811,0.811149023,0,0.835949554,0.095433154,0.40417971,0.048718083,0.86316005,0.468707931,0.112842292,0.384370945,0.756256235,0.055796174,0.476470359,0.615827268,0.202537935
0.067731188,0.427960313,0.837943915,0.202736328,0.480021861,0.43165174,0.838408517,0.582487259,0.429724805,0.931705596,0.850451936,0.088515917,0.899493628,0.551555088,0.081447922,0.30436915,0.012033806,0.840367494,0.400213805,0.890436308,0.435354316,0.408472078,0.585973747,0.621913228,0.855234895,0.064514575,0.400488143,0.500845046,0.50979018,0.865607143,0.149457657,0.134316014,0.886577697,0.723463935,0.421725744,0.449056496,0.054133477,0.839395742,0.441833948,0.465240117,0.023257716,0.814246768,0.463790433,0.155606178,0.364398802,0,0.82901511,0.39466302,0.434076729,0.21943395
0,0.499382257,0.874440382,0.284569848,0.435579719,0.394689,0.771044115,0.481070123,0.422362482,0.86346518,0.91560429,0.186334589,0.866259937,0.634684086,0,0.185043419,0.001023758,0.7849712,0.401148355,0.812621085,0.433238208,0.727711143,0.590086916,0.564732419,0.34080267,0.849041698,0.028073925,0.496189269,0.561873191,0.021399058,0.645394169,0.243718955,0.839894557,0.53242119,0.242904749,0.419393488,0.014261441,0.883736688,0.505711571,0.463878266,0.046788798,0.834445062,0.493410334,0.10574348,0.395699389,0.823048033,0.108493365,0.407843941,0.456407094,0.211793164
0,0.502358531,0.837822953,0.22727904,0.507612307,0.454391438,0.758105787,0.502063629,0.502774521,0.862652974,0.835569975,0.216532992,0.871074238,0.666455779,0.074881314,0.154787278,0,0.806666128,0.518944602,0.062024531,0.314977053,0.688785271,0.589158394,0.55682901,0.341451146,0.840561809,0.435698223,0.042398187,0.495226083,0.067465394,0.595284562,0.052515957,0.829067166,0.482379323,0.245209923,0.364718502,0,0.861293411,0.410098064,0.459630759,0,0.821610157,0.502720668,0.152419391,0.409290617,0.878828435,0.077142623,0.377975407,0.398067784,0.18471404
0.000819,0.348334821,0.845664426,0.143235002,0.392725679,0.446774535,0.834002685,0.55155767,0.411574344,0.802385033,0.896599108,0.23880701,0.844917493,0.610600423,0.130805533,0.236530011,0.008246849,0.74759519,0.453241159,0.064012949,0.426050259,0.782861027,0.580995501,0.623251172,0.343243825,0.832720443,0.372580085,0.031692462,0.001060997,0.009571606,0.706525935,0.022514258,0.783075234,0.506798626,0.214756684,0.422339283,0.024635761,0.831825897,0.499342538,0.334297145,0.081345262,0.905446111,0.432592896,0.198380642,0.434559615,0.82547704,0.082899686,0.384117327,0.410692915,0.132705952
0.012709009,0.535211956,0.785961847,0.252364008,0.437096219,0.414015247,0.796386622,0.508274446,0.538950544,0.859170543,0.894202555,0.083453074,0.828435924,0.585964103,0.010904507,0.218645262,0,0.750195201,0.403065255,0.84199962,0.337287848,0.734889097,0.594939992,0.685458425,0.279191024,0.774041865,0.419678524,0.448469805,0.412568066,0.033384458,0.723613885,0.102749369,0.781788194,0.496204096,0.199152744,0.464867588,0.045399025,0.945743068,0.410812522,0.406763138,0,0.804995972,0.48666534,0.133594529,0.339348388,0.813317012,0.045183057,0.408067276,0.391710542,0.222239512
0.099022256,0.43072079,0.81918887,0.200518439,0.485456252,0.408575247,0.838523481,0.521414065,0.373445618,0.772478181,0.774603932,0.066577782,0.858445559,0.602499304,0.038033378,0.142114019,0,0.8447437,0.424326613,0.876844624,0.417008332,0.634587924,0.313684441,0.607493558,0.302899432,0.832986546,0.401667072,0.45864904,0.485612909,0,0,0.362664914,0.880638231,0.921843496,0.183973561,0.412975991,0.014970983,0.825628178,0.455237316,0.368261651,0,0.834028572,0.335524675,0.142166063,0.356924528,0.81085639,0.056611956,0.394166473,0.416319568,0.143332473
0.114147924,0.481119478,0.850739931,0.301682948,0.511915018,0.490207754,0.829114451,0.497475626,0.427584927,0.872630169,0.896614934,0.158434791,0.914904452,0.57171561,0.009219167,0.241044575,0,0.684938014,0.483720212,0.852998565,0.455728442,0.754367751,0.570975863,0.643000384,0.230470156,0.897822873,0.311797141,0.512204556,0.593528717,0.011598681,0.666541594,0,0.859824838,0.4820993,0.212000232,0.357368044,0,0.855626613,0.410253965,0.486735378,0,0.859461823,0.472361375,0.186112604,0.310471416,0.875581099,0.061139034,0.379437539,0.464298445,0.249661388
0,0.448901224,0.80091103,0.176225737,0.479597405,0.426873095,0.719427886,0.565880424,0.4712611,0.81454172,0.842488063,0.116063968,0.838262006,0.61628945,0.054674614,0.257471985,0.061500084,0.865875691,0.409986618,0.817569532,0.456312351,0.593653276,0,0.60695665,0.32249856,0.911650033,0.373391049,0.37659999,0.528333024,0,0.671975094,0,0.010469153,0.543133116,0.163122973,0.420438632,0.851405948,0.037314002,0.445601919,0.367404149,0.886722028,0.839826904,0.454193309,0.87387238,0.011819897,0.932497631,0.042905568,0.33622678,0.481036749,0.781096055
0,0.396150857,0.874252374,0.19929972,0.49784694,0.470518001,0.747802406,0.510600194,0.42385424,0.876665573,0.820955859,0.164468452,0.90886804,0.557834069,0,0.329441187,0,0.757149411,0.358731372,0.812389299,0.498691847,0.760717508,0.603414906,0.46177223,0.215932978,0.860451543,0.368283537,0.430812885,0.541401033,0,0.581757095,0.359165576,0.793476203,0,0.179681685,0.424266551,0.046445384,0.853442459,0.414536504,0.443465225,0.035586862,0.908021678,0.483541171,0.098844686,0.398705158,0.854236915,0.040703183,0.463523928,0.461257994,0.261770007
0.051908748,0.538382127,0.904266695,0.22337213,0.430997353,0.394966147,0.818666889,0.520543382,0.494511165,0.764675164,0.84236817,0.178852331,0.806479717,0.583502378,0.075970547,0.211288548,0,0.810573731,0.376530988,0.798583402,0.432403804,0.784330279,0.53640103,0.544541649,0.257597627,0.847054419,0.320214633,0.413750745,0.513343836,0.02255098,0.67218058,0.136345213,0.768973197,0.587911556,0.018828569,0.490823373,0,0.950504334,0.381034544,0.398856316,0.009708469,0.883041536,0.453566496,0.190353598,0.397521416,0.851948235,0.044425039,0.297518639,0.414505441,0.191647394
0,0.510696387,0.856268186,0.171017333,0.372801852,0.366699639,0.836493225,0.460165801,0.457015475,0.793243116,0.90176238,0.16028675,0.817969032,0.546996358,0.092987113,0.227760669,0,0.710197166,0.438617754,0.852871769,0.391001339,0.705607019,0.482636555,0.684492455,0.252197465,0.895761525,0.367771584,0.384241252,0.584469064,0.068740332,0.59427774,0.066572043,0.860950688,0.583723451,0.181480425,0.000526,0.041082129,0.803125831,0.424054251,0.48561963,0,0.858308754,0.464879581,0.132424129,0.363224395,0.802688565,0,0.40101989,0.410509746,0.29832934
0.065330147,0.426645764,0.85900078,0.147786106,0.515880325,0.413131072,0.854222243,0.528930036,0.3743062,0.845254095,0.868495657,0.156281744,0.831579232,0.656431812,0.078501695,0.270938357,0,0.768418886,0.439850506,0.918342399,0.463756363,0.710715427,0.455495218,0.576807057,0.302767262,0.960612164,0.435832554,0.426649232,0.551811358,0.006160915,0.614653308,0.127540681,0.919350336,0.537260207,0.230295687,0.452508657,0,0.912746338,0.46346354,0.352819731,0.069148332,0.893946128,0.459979382,0.164693382,0.343935253,0.855981421,0.161691555,0.308051632,0.44553452,0.156693114
0.00905851,0.40886289,0.860745572,0.239098056,0.470359022,0.440872941,0.837859722,0.432412963,0.417776866,0.882013699,0.889530497,0.139087554,0.835725099,0.578489773,0.019113154,0.237805338,0.010449697,0.830380726,0.348468171,0.828599586,0.365528975,0.818796864,0.560540637,0.591810276,0.275463641,0.856779995,0.358160671,0.450661401,0.638741412,0.036831914,0.647711111,0.101233624,0.84478594,0.502928732,0.163568142,0.455886572,0.025262339,0,0.458907564,0.436323557,0.884312516,0.886063046,0.54219174,0.814205616,0,0.815355654,0.006740877,0.011901298,0.473144606,0.81282709
0.043608811,0.437870099,0.782791469,0.253606946,0.467701664,0.359619417,0.843151208,0.489239284,0.478998238,0.920838532,0.845293978,0.17604333,0.813091283,0.709551824,0.067392617,0.292100049,0,0.781763953,0.411184704,0.860408583,0.380572057,0.686963022,0.466221102,0.54207703,0.18985339,0.874810272,0.359536856,0.352209994,0.539627577,0.018358416,0.615219272,0.150808373,0.816694749,0.517816842,0.22694365,0.811936789,0,0.839654516,0.00035,0.435039074,0,0.833323218,0.448963418,0.09649348,0.339472813,0.864968718,0,0.432943233,0.762711512,0.191288913
0,0.462143239,0.865855502,0.175237555,0.541231145,0.414415827,0.841044146,0.518930881,0.427277451,0.878980264,0.920321294,0.140810771,0.857043718,0.610138339,0.011249957,0.181584382,0.025464214,0.751123445,0.408883751,0.92052487,0.413161981,0.780865029,0.468118105,0.548020113,0.224987576,0.80869724,0.39958369,0.466277625,0.479841832,0.061100931,0.586867875,0.143440054,0.858493227,0.584465477,0.150150484,0.348869891,0.005891224,0.81243279,0.465324668,0,0.074606519,0.840958092,0.443809035,0.156487579,0.414128669,0.837520585,0.080507184,0.42242946,0.547615242,0.160687456
0.103806543,0.522909505,0.791742857,0.18708223,0.502211353,0.373256132,0.819754869,0.45495679,0.396680155,0.828834505,0.871768313,0.110481078,0.810597931,0.647167635,0.040120499,0.255248065,0,0.772697433,0.476769336,0.872604625,0.398247954,0.708760515,0.573982361,0.565299051,0.27009302,0.857852618,0.361599424,0.358971369,0.598604543,0.080820943,0.576605765,0.08818538,0.855564837,0.530204581,0.118735222,0.416501267,0,0.85284889,0.441615973,0.385301584,0.011119614,0.887257979,0.53725041,0.222298938,0.429527033,0.904447134,0.077481396,0.461240479,0.431016555,0.210405449
0.031174609,0.456849922,0.798407064,0.240580102,0.446249498,0.362469566,0.795430833,0.468566327,0.508253607,0.858521352,0.910909397,0.200842938,0.819177437,0.635255248,0,0.267801461,0.048889472,0.804309356,0.403754308,0.869432234,0.482737408,0.79999071,0.576649802,0.582102667,0.338803154,0.93435866,0.424854472,0.438524143,0.24108332,0.082630838,0.683943135,0.086173882,0.753275458,0.528745934,0.211153729,0.429958142,0.130803408,0.849110413,0.404741722,0.408450506,0.033937412,0.047803126,0.461265113,0.304977972,0.42752418,0.900133107,0.030553261,0.439101683,0.459627543,0.180943883
0,0.442654194,0.788388475,0.214222189,0.474627187,0.395112432,0.840057702,0.579709386,0.473890566,0.84487413,0.856962507,0.213476426,0.873809305,0.677326805,0,0.270684392,0,0.81623724,0.411890115,0.853376021,0.442513424,0.768702728,0.574055419,0.556346649,0.303841313,0.843585178,0.358865722,0.4682888,0.511606465,0,0.664413157,0.158920741,0.931152137,0.480117648,0.2525362,0.430962673,0,0.862311924,0.42937359,0.442394545,0.076357072,0.83690041,0,0.103550641,0.345257496,0.836183248,0,0.377042565,0.462608454,0.252365654
0,0.493370387,0.806239232,0.191426527,0.467824306,0.374800521,0.787388512,0.506370858,0.352828782,0.893025267,0.830532046,0.212144117,0.75946095,0.59055835,0.030143946,0.251291284,0,0.782715692,0.446491323,0.838082331,0.397196012,0.709956642,0.4798972,0.59180995,0.32967892,0.85375226,0.372226996,0.411494947,0.522726167,0.072329913,0.623716428,0.117456113,0.885590234,0.509125478,0.209501608,0.459121521,0,0.796636479,0.468330311,0.393084134,0.09384543,0.843861836,0.489651915,0.030036961,0.392000626,0.925141361,0.065795105,0.402429862,0.407272821,0.166761166
0.143048717,0.495353391,0.851851997,0.23819462,0.45168317,0.475182793,0.798718061,0.494483889,0.422120948,0.911408657,0.953118572,0.169203953,0.808111629,0.663107874,0.059566841,0.222055881,0.038950743,0.787910695,0.391465269,0.871977206,0.404641404,0.688177562,0.5344905,0.547614621,0.292679636,0.751425409,0.337628362,0.447736161,0.484719285,0,0.610492802,0.109701808,0.761797305,0.478612849,0.237176613,0.433720306,0.045563421,0.812979643,0.478150256,0.397130014,0,0.801341617,0.44202657,0.147467452,0.000181,0.801935673,0,0.443035978,0.460778812,0.204854527
0,0.513608629,0.805279069,0.203174616,0.509091956,0.396596609,0.779162045,0.536013463,0.464688919,0.773223567,0.811920354,0.140917262,0.883333487,0.533940975,0.005928277,0.234685183,0.029378533,0.799778141,0.508792535,0.882492629,0.4309501,0.720935522,0.511440873,0.567097631,0.277807459,0.824912526,0.370939414,0.505850796,0.578119484,0,0.557797135,0.118758633,0.872099614,0.483944431,0.216019897,0.466320854,0.087857139,0.813496126,0.387697585,0.462517349,0.042013445,0.830513085,0.441345357,0.187686954,0.423455287,0,0.125710372,0.372866347,0.466401702,0.237551526
